Date,County,Primary Area of Practice,Activities in Medicine,Count of Physicians
7/1/20,Sonoma,Pediatrics - Primary,Patient Care - 40+ Hours,19
7/1/20,Sonoma,Pediatrics - Primary,Patient Care - None,9
7/1/20,Sonoma,Physical Medicine and Rehabilitation - Primary,Patient Care - 20-29 Hours,4
7/1/20,Sonoma,Physical Medicine and Rehabilitation - Primary,Patient Care - 30-39 Hours,7
7/1/20,Sonoma,Physical Medicine and Rehabilitation - Primary,Patient Care - 40+ Hours,5
7/1/20,Sonoma,Physical Medicine and Rehabilitation - Primary,Patient Care - None,1
7/1/20,Sonoma,Plastic Surgery - Primary,Patient Care - 1-9 Hours,1
7/1/20,Sonoma,Plastic Surgery - Primary,Patient Care - 30-39 Hours,3
7/1/20,Sonoma,Plastic Surgery - Primary,Patient Care - 40+ Hours,5
7/1/20,Sonoma,Plastic Surgery - Primary,Patient Care - None,2
7/1/20,Sonoma,Psychiatry - Primary,Patient Care - 1-9 Hours,11
7/1/20,Sonoma,Psychiatry - Primary,Patient Care - 10-19 Hours,13
7/1/20,Sonoma,Psychiatry - Primary,Patient Care - 20-29 Hours,20
7/1/20,Sonoma,Psychiatry - Primary,Patient Care - 30-39 Hours,23
7/1/20,Sonoma,Psychiatry - Primary,Patient Care - 40+ Hours,9
7/1/20,Sonoma,Psychiatry - Primary,Patient Care - None,16
7/1/20,Sonoma,Pulmonary - Primary,Patient Care - 10-19 Hours,1
7/1/20,Sonoma,Pulmonary - Primary,Patient Care - 20-29 Hours,2
7/1/20,Sonoma,Pulmonary - Primary,Patient Care - 30-39 Hours,1
7/1/20,Sonoma,Pulmonary - Primary,Patient Care - 40+ Hours,3
7/1/20,Sonoma,Pulmonary - Primary,Patient Care - None,1
7/1/20,Sonoma,Radiology - Primary,No Response,1
7/1/20,Sonoma,Radiology - Primary,Patient Care - 1-9 Hours,3
7/1/20,Sonoma,Radiology - Primary,Patient Care - 10-19 Hours,1
7/1/20,Sonoma,Radiology - Primary,Patient Care - 20-29 Hours,4
7/1/20,Sonoma,Radiology - Primary,Patient Care - 30-39 Hours,3
7/1/20,Sonoma,Radiology - Primary,Patient Care - 40+ Hours,28
7/1/20,Sonoma,Radiology - Primary,Patient Care - None,3
7/1/20,Sonoma,Urology - Primary,Patient Care - 10-19 Hours,1
7/1/20,Sonoma,Urology - Primary,Patient Care - 20-29 Hours,2
7/1/20,Sonoma,Urology - Primary,Patient Care - 30-39 Hours,1
7/1/20,Sonoma,Urology - Primary,Patient Care - 40+ Hours,5
7/1/20,Sonoma,Urology - Primary,Patient Care - None,2
7/1/20,Stanislaus,All Other Specialties,Patient Care - 1-9 Hours,1
7/1/20,Stanislaus,All Other Specialties,Patient Care - 10-19 Hours,2
7/1/20,Stanislaus,All Other Specialties,Patient Care - 20-29 Hours,10
7/1/20,Stanislaus,All Other Specialties,Patient Care - 30-39 Hours,18
7/1/20,Stanislaus,All Other Specialties,Patient Care - 40+ Hours,65
7/1/20,Stanislaus,All Other Specialties,Patient Care - None,10
7/1/20,Stanislaus,Anesthesiology - Primary,Patient Care - 1-9 Hours,2
7/1/20,Stanislaus,Anesthesiology - Primary,Patient Care - 10-19 Hours,1
7/1/20,Stanislaus,Anesthesiology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Stanislaus,Anesthesiology - Primary,Patient Care - 30-39 Hours,8
7/1/20,Stanislaus,Anesthesiology - Primary,Patient Care - 40+ Hours,53
7/1/20,Stanislaus,Anesthesiology - Primary,Patient Care - None,3
7/1/20,Stanislaus,Cardiology - Primary,Patient Care - 1-9 Hours,1
7/1/20,Stanislaus,Cardiology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Stanislaus,Cardiology - Primary,Patient Care - 30-39 Hours,2
7/1/20,Stanislaus,Cardiology - Primary,Patient Care - 40+ Hours,25
7/1/20,Stanislaus,Cardiology - Primary,Patient Care - None,1
7/1/20,Stanislaus,Dermatology - Primary,Patient Care - 1-9 Hours,1
7/1/20,Stanislaus,Dermatology - Primary,Patient Care - 10-19 Hours,1
7/1/20,Stanislaus,Dermatology - Primary,Patient Care - 30-39 Hours,1
7/1/20,Stanislaus,Dermatology - Primary,Patient Care - 40+ Hours,2
7/1/20,Stanislaus,Dermatology - Primary,Patient Care - None,1
7/1/20,Stanislaus,Emergency Medicine - Primary,Patient Care - 10-19 Hours,1
7/1/20,Stanislaus,Emergency Medicine - Primary,Patient Care - 20-29 Hours,6
7/1/20,Stanislaus,Emergency Medicine - Primary,Patient Care - 30-39 Hours,20
7/1/20,Stanislaus,Emergency Medicine - Primary,Patient Care - 40+ Hours,26
7/1/20,Stanislaus,Emergency Medicine - Primary,Patient Care - None,1
7/1/20,Stanislaus,Endocrinology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Stanislaus,Endocrinology - Primary,Patient Care - 30-39 Hours,2
7/1/20,Stanislaus,Endocrinology - Primary,Patient Care - 40+ Hours,4
7/1/20,Stanislaus,Family Medicine - Primary,Patient Care - 1-9 Hours,6
7/1/20,Stanislaus,Family Medicine - Primary,Patient Care - 10-19 Hours,4
7/1/20,Stanislaus,Family Medicine - Primary,Patient Care - 20-29 Hours,14
7/1/20,Stanislaus,Family Medicine - Primary,Patient Care - 30-39 Hours,36
7/1/20,Stanislaus,Family Medicine - Primary,Patient Care - 40+ Hours,74
7/1/20,Stanislaus,Family Medicine - Primary,Patient Care - None,4
7/1/20,Stanislaus,Gastroenterology - Primary,Patient Care - 10-19 Hours,2
7/1/20,Stanislaus,Gastroenterology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Stanislaus,Gastroenterology - Primary,Patient Care - 30-39 Hours,2
7/1/20,Stanislaus,Gastroenterology - Primary,Patient Care - 40+ Hours,12
7/1/20,Stanislaus,Gastroenterology - Primary,Patient Care - None,1
7/1/20,Stanislaus,General Practice - Primary,Patient Care - 30-39 Hours,3
7/1/20,Stanislaus,General Practice - Primary,Patient Care - 40+ Hours,3
7/1/20,Stanislaus,General Practice - Primary,Patient Care - None,1
7/1/20,Stanislaus,General Surgery - Primary,Patient Care - 20-29 Hours,2
7/1/20,Stanislaus,General Surgery - Primary,Patient Care - 30-39 Hours,2
7/1/20,Stanislaus,General Surgery - Primary,Patient Care - 40+ Hours,28
7/1/20,Stanislaus,Infectious Disease - Primary,Patient Care - 30-39 Hours,1
7/1/20,Stanislaus,Infectious Disease - Primary,Patient Care - 40+ Hours,3
7/1/20,Stanislaus,Internal Medicine - Primary,Patient Care - 1-9 Hours,5
7/1/20,Stanislaus,Internal Medicine - Primary,Patient Care - 10-19 Hours,5
7/1/20,Stanislaus,Internal Medicine - Primary,Patient Care - 20-29 Hours,11
7/1/20,Stanislaus,Internal Medicine - Primary,Patient Care - 30-39 Hours,24
7/1/20,Stanislaus,Internal Medicine - Primary,Patient Care - 40+ Hours,96
7/1/20,Stanislaus,Internal Medicine - Primary,Patient Care - None,5
7/1/20,Stanislaus,Nephrology - Primary,Patient Care - 30-39 Hours,3
7/1/20,Stanislaus,Nephrology - Primary,Patient Care - 40+ Hours,8
7/1/20,Stanislaus,Neurology - Primary,Patient Care - 10-19 Hours,1
7/1/20,Stanislaus,Neurology - Primary,Patient Care - 20-29 Hours,2
7/1/20,Stanislaus,Neurology - Primary,Patient Care - 30-39 Hours,1
7/1/20,Stanislaus,Neurology - Primary,Patient Care - 40+ Hours,4
7/1/20,Stanislaus,No Response,No Response,55
7/1/20,Stanislaus,No Response,Patient Care - 1-9 Hours,2
7/1/20,Stanislaus,No Response,Patient Care - 10-19 Hours,9
7/1/20,Stanislaus,No Response,Patient Care - 20-29 Hours,14
7/1/20,Stanislaus,No Response,Patient Care - 30-39 Hours,36
7/1/20,Stanislaus,No Response,Patient Care - 40+ Hours,100
7/1/20,Stanislaus,No Response,Patient Care - None,8
7/1/20,Stanislaus,Obstetrics and Gynecology - Primary,Patient Care - 1-9 Hours,2
7/1/20,Stanislaus,Obstetrics and Gynecology - Primary,Patient Care - 30-39 Hours,8
7/1/20,Stanislaus,Obstetrics and Gynecology - Primary,Patient Care - 40+ Hours,43
7/1/20,Stanislaus,Obstetrics and Gynecology - Primary,Patient Care - None,2
7/1/20,Stanislaus,Oncology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Stanislaus,Oncology - Primary,Patient Care - 30-39 Hours,1
7/1/20,Stanislaus,Oncology - Primary,Patient Care - 40+ Hours,7
7/1/20,Stanislaus,Oncology - Primary,Patient Care - None,1
7/1/20,Stanislaus,Ophthalmology - Primary,Patient Care - 20-29 Hours,2
7/1/20,Stanislaus,Ophthalmology - Primary,Patient Care - 30-39 Hours,2
7/1/20,Stanislaus,Ophthalmology - Primary,Patient Care - 40+ Hours,11
7/1/20,Stanislaus,Orthopedic Surgery - Primary,Patient Care - 10-19 Hours,1
7/1/20,Stanislaus,Orthopedic Surgery - Primary,Patient Care - 20-29 Hours,1
7/1/20,Stanislaus,Orthopedic Surgery - Primary,Patient Care - 30-39 Hours,6
7/1/20,Stanislaus,Orthopedic Surgery - Primary,Patient Care - 40+ Hours,31
7/1/20,Stanislaus,Otolaryngology - Primary,Patient Care - 1-9 Hours,1
7/1/20,Stanislaus,Otolaryngology - Primary,Patient Care - 30-39 Hours,2
7/1/20,Stanislaus,Otolaryngology - Primary,Patient Care - 40+ Hours,8
7/1/20,Stanislaus,Pathology - Primary,Patient Care - 20-29 Hours,2
7/1/20,Stanislaus,Pathology - Primary,Patient Care - 30-39 Hours,5
7/1/20,Stanislaus,Pathology - Primary,Patient Care - 40+ Hours,8
7/1/20,Stanislaus,Pathology - Primary,Patient Care - None,2
7/1/20,Stanislaus,Pediatrics - Primary,Patient Care - 10-19 Hours,3
7/1/20,Stanislaus,Pediatrics - Primary,Patient Care - 20-29 Hours,7
7/1/20,Stanislaus,Pediatrics - Primary,Patient Care - 30-39 Hours,20
7/1/20,Stanislaus,Pediatrics - Primary,Patient Care - 40+ Hours,32
7/1/20,Stanislaus,Pediatrics - Primary,Patient Care - None,3
7/1/20,Stanislaus,Physical Medicine and Rehabilitation - Primary,Patient Care - 30-39 Hours,3
7/1/20,Stanislaus,Physical Medicine and Rehabilitation - Primary,Patient Care - 40+ Hours,2
7/1/20,Stanislaus,Plastic Surgery - Primary,Patient Care - 30-39 Hours,1
7/1/20,Stanislaus,Plastic Surgery - Primary,Patient Care - 40+ Hours,4
7/1/20,Stanislaus,Psychiatry - Primary,Patient Care - 1-9 Hours,3
7/1/20,Stanislaus,Psychiatry - Primary,Patient Care - 10-19 Hours,2
7/1/20,Stanislaus,Psychiatry - Primary,Patient Care - 20-29 Hours,4
7/1/20,Stanislaus,Psychiatry - Primary,Patient Care - 30-39 Hours,10
7/1/20,Stanislaus,Psychiatry - Primary,Patient Care - 40+ Hours,12
7/1/20,Stanislaus,Psychiatry - Primary,Patient Care - None,1
7/1/20,Stanislaus,Pulmonary - Primary,Patient Care - 30-39 Hours,3
7/1/20,Stanislaus,Pulmonary - Primary,Patient Care - 40+ Hours,3
7/1/20,Stanislaus,Radiology - Primary,No Response,1
7/1/20,Stanislaus,Radiology - Primary,Patient Care - 1-9 Hours,2
7/1/20,Stanislaus,Radiology - Primary,Patient Care - 10-19 Hours,4
7/1/20,Stanislaus,Radiology - Primary,Patient Care - 30-39 Hours,3
7/1/20,Stanislaus,Radiology - Primary,Patient Care - 40+ Hours,42
7/1/20,Stanislaus,Radiology - Primary,Patient Care - None,7
7/1/20,Stanislaus,Urology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Stanislaus,Urology - Primary,Patient Care - 40+ Hours,5
7/1/20,Stanislaus,Urology - Primary,Patient Care - None,1
7/1/20,Sutter,All Other Specialties,No Response,1
7/1/20,Sutter,All Other Specialties,Patient Care - 1-9 Hours,4
7/1/20,Sutter,All Other Specialties,Patient Care - 20-29 Hours,1
7/1/20,Sutter,All Other Specialties,Patient Care - 30-39 Hours,1
7/1/20,Sutter,All Other Specialties,Patient Care - 40+ Hours,6
7/1/20,Sutter,All Other Specialties,Patient Care - None,1
7/1/20,Sutter,Anesthesiology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Sutter,Anesthesiology - Primary,Patient Care - 30-39 Hours,1
7/1/20,Sutter,Anesthesiology - Primary,Patient Care - 40+ Hours,6
7/1/20,Sutter,Cardiology - Primary,Patient Care - 10-19 Hours,1
7/1/20,Sutter,Cardiology - Primary,Patient Care - 30-39 Hours,1
7/1/20,Sutter,Cardiology - Primary,Patient Care - 40+ Hours,5
7/1/20,Sutter,Dermatology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Sutter,Dermatology - Primary,Patient Care - 30-39 Hours,2
7/1/20,Sutter,Dermatology - Primary,Patient Care - 40+ Hours,1
7/1/20,Sutter,Emergency Medicine - Primary,Patient Care - 20-29 Hours,1
7/1/20,Sutter,Emergency Medicine - Primary,Patient Care - 30-39 Hours,1
7/1/20,Sutter,Endocrinology - Primary,Patient Care - 40+ Hours,1
7/1/20,Sutter,Family Medicine - Primary,Patient Care - 10-19 Hours,1
7/1/20,Sutter,Family Medicine - Primary,Patient Care - 30-39 Hours,8
7/1/20,Sutter,Family Medicine - Primary,Patient Care - 40+ Hours,13
7/1/20,Sutter,Family Medicine - Primary,Patient Care - None,1
7/1/20,Sutter,Gastroenterology - Primary,Patient Care - 40+ Hours,5
7/1/20,Sutter,General Practice - Primary,Patient Care - 30-39 Hours,1
7/1/20,Sutter,General Practice - Primary,Patient Care - 40+ Hours,2
7/1/20,Sutter,General Surgery - Primary,Patient Care - 20-29 Hours,1
7/1/20,Sutter,General Surgery - Primary,Patient Care - 40+ Hours,6
7/1/20,Sutter,Infectious Disease - Primary,Patient Care - 40+ Hours,1
7/1/20,Sutter,Internal Medicine - Primary,Patient Care - 1-9 Hours,1
7/1/20,Sutter,Internal Medicine - Primary,Patient Care - 20-29 Hours,4
7/1/20,Sutter,Internal Medicine - Primary,Patient Care - 30-39 Hours,2
7/1/20,Sutter,Internal Medicine - Primary,Patient Care - 40+ Hours,14
7/1/20,Sutter,Nephrology - Primary,Patient Care - 30-39 Hours,1
7/1/20,Sutter,Nephrology - Primary,Patient Care - 40+ Hours,3
7/1/20,Sutter,Neurology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Sutter,Neurology - Primary,Patient Care - 40+ Hours,1
7/1/20,Sutter,No Response,No Response,8
7/1/20,Sutter,No Response,Patient Care - 20-29 Hours,1
7/1/20,Sutter,No Response,Patient Care - 30-39 Hours,7
7/1/20,Sutter,No Response,Patient Care - 40+ Hours,17
7/1/20,Sutter,No Response,Patient Care - None,4
7/1/20,Sutter,Obstetrics and Gynecology - Primary,Patient Care - 40+ Hours,9
7/1/20,Sutter,Obstetrics and Gynecology - Primary,Patient Care - None,1
7/1/20,Sutter,Oncology - Primary,Patient Care - 40+ Hours,2
7/1/20,Sutter,Ophthalmology - Primary,Patient Care - 40+ Hours,2
7/1/20,Sutter,Orthopedic Surgery - Primary,Patient Care - 30-39 Hours,2
7/1/20,Sutter,Orthopedic Surgery - Primary,Patient Care - 40+ Hours,5
7/1/20,Sutter,Otolaryngology - Primary,Patient Care - 40+ Hours,2
7/1/20,Sutter,Pathology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Sutter,Pathology - Primary,Patient Care - None,2
7/1/20,Sutter,Pediatrics - Primary,Patient Care - 1-9 Hours,1
7/1/20,Sutter,Pediatrics - Primary,Patient Care - 20-29 Hours,1
7/1/20,Sutter,Pediatrics - Primary,Patient Care - 30-39 Hours,4
7/1/20,Sutter,Pediatrics - Primary,Patient Care - 40+ Hours,8
7/1/20,Sutter,Plastic Surgery - Primary,Patient Care - 1-9 Hours,1
7/1/20,Sutter,Plastic Surgery - Primary,Patient Care - 40+ Hours,1
7/1/20,Sutter,Plastic Surgery - Primary,Patient Care - None,1
7/1/20,Sutter,Psychiatry - Primary,Patient Care - 1-9 Hours,1
7/1/20,Sutter,Psychiatry - Primary,Patient Care - 20-29 Hours,1
7/1/20,Sutter,Psychiatry - Primary,Patient Care - 30-39 Hours,1
7/1/20,Sutter,Psychiatry - Primary,Patient Care - 40+ Hours,4
7/1/20,Sutter,Psychiatry - Primary,Patient Care - None,2
7/1/20,Sutter,Pulmonary - Primary,Patient Care - 30-39 Hours,1
7/1/20,Sutter,Pulmonary - Primary,Patient Care - 40+ Hours,2
7/1/20,Sutter,Radiology - Primary,Patient Care - 1-9 Hours,1
7/1/20,Sutter,Radiology - Primary,Patient Care - 20-29 Hours,2
7/1/20,Sutter,Radiology - Primary,Patient Care - 30-39 Hours,3
7/1/20,Sutter,Radiology - Primary,Patient Care - 40+ Hours,4
7/1/20,Sutter,Radiology - Primary,Patient Care - None,1
7/1/20,Sutter,Urology - Primary,Patient Care - 40+ Hours,1
7/1/20,Tehama,All Other Specialties,Patient Care - 10-19 Hours,1
7/1/20,Tehama,All Other Specialties,Patient Care - 30-39 Hours,1
7/1/20,Tehama,Cardiology - Primary,Patient Care - 40+ Hours,2
7/1/20,Tehama,Emergency Medicine - Primary,Patient Care - 20-29 Hours,1
7/1/20,Tehama,Family Medicine - Primary,Patient Care - 30-39 Hours,2
7/1/20,Tehama,Family Medicine - Primary,Patient Care - 40+ Hours,5
7/1/20,Tehama,Family Medicine - Primary,Patient Care - None,1
7/1/20,Tehama,General Practice - Primary,Patient Care - 40+ Hours,4
7/1/20,Tehama,General Practice - Primary,Patient Care - None,1
7/1/20,Tehama,General Surgery - Primary,Patient Care - 20-29 Hours,1
7/1/20,Tehama,General Surgery - Primary,Patient Care - 40+ Hours,1
7/1/20,Tehama,Internal Medicine - Primary,Patient Care - 1-9 Hours,2
7/1/20,Tehama,Internal Medicine - Primary,Patient Care - 30-39 Hours,2
7/1/20,Tehama,Internal Medicine - Primary,Patient Care - 40+ Hours,5
7/1/20,Tehama,No Response,No Response,4
7/1/20,Tehama,No Response,Patient Care - 20-29 Hours,1
7/1/20,Tehama,No Response,Patient Care - 30-39 Hours,2
7/1/20,Tehama,No Response,Patient Care - 40+ Hours,6
7/1/20,Tehama,No Response,Patient Care - None,1
7/1/20,Tehama,Obstetrics and Gynecology - Primary,Patient Care - 30-39 Hours,1
7/1/20,Tehama,Obstetrics and Gynecology - Primary,Patient Care - 40+ Hours,1
7/1/20,Tehama,Ophthalmology - Primary,Patient Care - 30-39 Hours,1
7/1/20,Tehama,Ophthalmology - Primary,Patient Care - 40+ Hours,1
7/1/20,Tehama,Orthopedic Surgery - Primary,Patient Care - 1-9 Hours,1
7/1/20,Tehama,Orthopedic Surgery - Primary,Patient Care - 40+ Hours,2
7/1/20,Tehama,Orthopedic Surgery - Primary,Patient Care - None,1
7/1/20,Tehama,Pathology - Primary,Patient Care - 40+ Hours,1
7/1/20,Tehama,Pediatrics - Primary,Patient Care - 20-29 Hours,1
7/1/20,Tehama,Pediatrics - Primary,Patient Care - 30-39 Hours,1
7/1/20,Tehama,Pediatrics - Primary,Patient Care - 40+ Hours,2
7/1/20,Tehama,Radiology - Primary,Patient Care - 1-9 Hours,1
7/1/20,Tehama,Radiology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Tehama,Radiology - Primary,Patient Care - 40+ Hours,1
7/1/20,Trinity,Family Medicine - Primary,Patient Care - 40+ Hours,1
7/1/20,Trinity,General Practice - Primary,Patient Care - 20-29 Hours,1
7/1/20,Trinity,General Surgery - Primary,Patient Care - 40+ Hours,1
7/1/20,Trinity,No Response,Patient Care - 40+ Hours,2
7/1/20,Trinity,No Response,Patient Care - None,1
7/1/20,Trinity,Psychiatry - Primary,Patient Care - 10-19 Hours,1
7/1/20,Tulare,All Other Specialties,Patient Care - 1-9 Hours,2
7/1/20,Tulare,All Other Specialties,Patient Care - 10-19 Hours,1
7/1/20,Tulare,All Other Specialties,Patient Care - 20-29 Hours,5
7/1/20,Tulare,All Other Specialties,Patient Care - 30-39 Hours,4
7/1/20,Tulare,All Other Specialties,Patient Care - 40+ Hours,23
7/1/20,Tulare,All Other Specialties,Patient Care - None,5
7/1/20,Tulare,Anesthesiology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Tulare,Anesthesiology - Primary,Patient Care - 30-39 Hours,3
7/1/20,Tulare,Anesthesiology - Primary,Patient Care - 40+ Hours,11
7/1/20,Tulare,Anesthesiology - Primary,Patient Care - None,1
7/1/20,Tulare,Cardiology - Primary,Patient Care - 30-39 Hours,3
7/1/20,Tulare,Cardiology - Primary,Patient Care - 40+ Hours,12
7/1/20,Tulare,Dermatology - Primary,Patient Care - 10-19 Hours,1
7/1/20,Tulare,Dermatology - Primary,Patient Care - 30-39 Hours,2
7/1/20,Tulare,Dermatology - Primary,Patient Care - 40+ Hours,3
7/1/20,Tulare,Emergency Medicine - Primary,Patient Care - 1-9 Hours,3
7/1/20,Tulare,Emergency Medicine - Primary,Patient Care - 10-19 Hours,3
7/1/20,Tulare,Emergency Medicine - Primary,Patient Care - 20-29 Hours,6
7/1/20,Tulare,Emergency Medicine - Primary,Patient Care - 30-39 Hours,7
7/1/20,Tulare,Emergency Medicine - Primary,Patient Care - 40+ Hours,13
7/1/20,Tulare,Emergency Medicine - Primary,Patient Care - None,1
7/1/20,Tulare,Endocrinology - Primary,Patient Care - 30-39 Hours,2
7/1/20,Tulare,Endocrinology - Primary,Patient Care - 40+ Hours,2
7/1/20,Tulare,Family Medicine - Primary,Patient Care - 1-9 Hours,3
7/1/20,Tulare,Family Medicine - Primary,Patient Care - 10-19 Hours,2
7/1/20,Tulare,Family Medicine - Primary,Patient Care - 20-29 Hours,2
7/1/20,Tulare,Family Medicine - Primary,Patient Care - 30-39 Hours,12
7/1/20,Tulare,Family Medicine - Primary,Patient Care - 40+ Hours,49
7/1/20,Tulare,Family Medicine - Primary,Patient Care - None,3
7/1/20,Tulare,Gastroenterology - Primary,Patient Care - 40+ Hours,4
7/1/20,Tulare,General Practice - Primary,Patient Care - 1-9 Hours,2
7/1/20,Tulare,General Practice - Primary,Patient Care - 30-39 Hours,3
7/1/20,Tulare,General Practice - Primary,Patient Care - 40+ Hours,4
7/1/20,Tulare,General Practice - Primary,Patient Care - None,1
7/1/20,Tulare,General Surgery - Primary,Patient Care - 10-19 Hours,1
7/1/20,Tulare,General Surgery - Primary,Patient Care - 20-29 Hours,2
7/1/20,Tulare,General Surgery - Primary,Patient Care - 30-39 Hours,1
7/1/20,Tulare,General Surgery - Primary,Patient Care - 40+ Hours,26
7/1/20,Tulare,Infectious Disease - Primary,Patient Care - 40+ Hours,1
7/1/20,Tulare,Internal Medicine - Primary,No Response,1
7/1/20,Tulare,Internal Medicine - Primary,Patient Care - 1-9 Hours,1
7/1/20,Tulare,Internal Medicine - Primary,Patient Care - 10-19 Hours,2
